index,seed,style,hair_hex,skin_hex,eye_hex,suit_hex,shirt_hex,opaque
906,27435539,side_part,#E650BE,#623C28,#1D9BF0,#1A3C6E,#F0C8D2,1956
907,27443458,long,#3C424E,#E8B082,#1D9BF0,#8C929E,#C6D6E8,1948
908,27451377,fringe,#F06028,#623C28,#FFB45A,#482E1A,#FFF6E8,1948
909,27459296,fringe,#783CA0,#CE9264,#5AC8FF,#3C2254,#BCC8BE,1948
910,27467215,classic,#7A281E,#845438,#AA50F0,#6E1E5A,#BCC8BE,1948
911,27475134,spiky,#28B4AA,#CE9264,#F0F078,#8C929E,#BCC8BE,1950
912,27483053,long,#5AC8FF,#845438,#FAC828,#5A6270,#F0C8D2,1948
913,27490972,classic,#6EC850,#623C28,#F0F078,#2E2820,#E8DAC4,1948
914,27498891,fringe,#5C3A1E,#BA845A,#5AC8FF,#101014,#FABEC8,1948
915,27506810,fringe,#FF603C,#CE9264,#00DCDC,#1A3C6E,#FAD0B0,1948
916,27514729,long,#5AC8FF,#623C28,#AA50F0,#C8AA3C,#C6D6E8,1948
917,27522648,spiky,#F3F5F8,#FCDCBA,#AA50F0,#482E1A,#F3F5F8,1950
918,27530567,classic,#C49252,#CE9264,#FF3C3C,#2C4664,#AAC4E2,1948
919,27538486,fringe,#5AC8FF,#845438,#AA50F0,#781E22,#CEEAD6,1948
920,27546405,classic,#8250DC,#F2C79B,#FF508C,#243028,#FABEC8,1948
921,27554324,buzz,#783CA0,#623C28,#FAC828,#1E5C2E,#CEEAD6,1924
922,27562243,fringe,#28B4AA,#BA845A,#FF3C3C,#243028,#E8DAC4,1948
923,27570162,spiky,#FAC828,#CE9264,#1E5ADC,#C8AA3C,#FABEC8,1950
924,27578081,buzz,#8C5A2C,#BA845A,#1D9BF0,#3C2254,#C6D6E8,1924
925,27586000,side_part,#FF82AA,#845438,#FF821E,#6E1E5A,#E2E8F0,1956
926,27593919,classic,#E650BE,#845438,#3CFFBE,#482E1A,#FABEC8,1948
927,27601838,long,#1E5A3C,#845438,#FF508C,#A06E28,#E2E8F0,1948
928,27609757,classic,#8250DC,#A8704A,#3CDC78,#8C929E,#C6D6E8,1948
929,27617676,buzz,#FAC828,#623C28,#3CDC78,#3C2254,#FAE2C8,1924
930,27625595,long,#5AC8FF,#FCDCBA,#0C0F14,#2C4664,#CEEAD6,1948
931,27633514,fringe,#28B4AA,#845438,#FF508C,#5C3E22,#DED6F6,1948
932,27641433,spiky,#121014,#FCDCBA,#8C64FF,#2E2820,#BCC8BE,1950
933,27649352,spiky,#A88C60,#E8B082,#FF3C3C,#C8AA3C,#EEE6AA,1950
934,27657271,buzz,#8250DC,#F2C79B,#78FFF0,#C8AA3C,#BCC8BE,1924
935,27665190,spiky,#121014,#E8B082,#78FFF0,#C8AA3C,#E2E8F0,1950
936,27673109,fringe,#C83C28,#BA845A,#F0F078,#145448,#CEEAD6,1948
937,27681028,buzz,#96969C,#623C28,#C8FF5A,#2E2820,#C8E2F0,1924
938,27688947,buzz,#F3F5F8,#F2C79B,#78FFF0,#3C2254,#E2E8F0,1924
939,27696866,classic,#6EC850,#A8704A,#FAC828,#181E2C,#E8DAC4,1948
940,27704785,long,#A88C60,#845438,#5AC8FF,#482E1A,#CEEAD6,1948
941,27712704,fringe,#1E5A3C,#F2C79B,#DC1E5A,#482E1A,#FAE2C8,1948
942,27720623,spiky,#8C5A2C,#A8704A,#DC1E5A,#781E22,#CEEAD6,1950
943,27728542,side_part,#C49252,#623C28,#00DCDC,#3C2254,#CEEAD6,1956
944,27736461,buzz,#6EC850,#CE9264,#00DCDC,#1A3C6E,#C6D6E8,1924
945,27744380,buzz,#8250DC,#CE9264,#1E5ADC,#781E22,#F3F5F8,1924
946,27752299,classic,#FF603C,#FCDCBA,#C8FF5A,#101014,#FABEC8,1948
947,27760218,buzz,#3C82F0,#623C28,#3CDC78,#482E1A,#FFF6E8,1924
948,27768137,side_part,#5AC8FF,#CE9264,#0C0F14,#482E1A,#AAC4E2,1956
949,27776056,side_part,#8C5A2C,#623C28,#FAC828,#8C929E,#C6D6E8,1956
950,27783975,fringe,#8C5A2C,#A8704A,#8C64FF,#781E22,#C6D6E8,1948
951,27791894,spiky,#FF603C,#845438,#F0F078,#482E1A,#BCC8BE,1950
952,27799813,buzz,#783CA0,#845438,#FF821E,#5C3E22,#FABEC8,1924
953,27807732,side_part,#8C5A2C,#F2C79B,#1E5ADC,#181E2C,#FABEC8,1956
954,27815651,fringe,#121014,#A8704A,#8C64FF,#F3F5F8,#FAD0B0,1948
955,27823570,side_part,#C49252,#CE9264,#5AC8FF,#1A3C6E,#F3F5F8,1956
956,27831489,classic,#783CA0,#E8B082,#FF508C,#1E5C2E,#F0C8D2,1948
957,27839408,spiky,#5AC8FF,#845438,#F0F078,#2E2820,#CEEAD6,1950
958,27847327,long,#783CA0,#845438,#C8FF5A,#3C2254,#FAE2C8,1948
959,27855246,long,#FF82AA,#E8B082,#1E5ADC,#5A6270,#BCC8BE,1948
960,27863165,classic,#1E5A3C,#E8B082,#1E5ADC,#101014,#AAC4E2,1948
961,27871084,side_part,#FF82AA,#623C28,#C8FF5A,#482E1A,#FAE2C8,1956
962,27879003,side_part,#FF603C,#BA845A,#0C0F14,#243028,#E2E8F0,1956
963,27886922,fringe,#6EC850,#623C28,#00DCDC,#A06E28,#FABEC8,1948
964,27894841,buzz,#783CA0,#E8B082,#00DCDC,#5A6270,#C8E2F0,1924
965,27902760,fringe,#F3F5F8,#E8B082,#8C64FF,#243028,#C8E2F0,1948
966,27910679,fringe,#A88C60,#623C28,#1E5ADC,#1A3C6E,#FAD0B0,1948
967,27918598,spiky,#6EC850,#845438,#FF821E,#F3F5F8,#C6D6E8,1950
968,27926517,classic,#FF603C,#E8B082,#5AC8FF,#6E1E5A,#EEE6AA,1948
969,27934436,spiky,#FF82AA,#A8704A,#00DCDC,#482E1A,#F0C8D2,1950
970,27942355,long,#C83C28,#CE9264,#F0F078,#1A3C6E,#C8E2F0,1948
971,27950274,spiky,#5AC8FF,#A8704A,#FF3C3C,#A06E28,#C8E2F0,1950
972,27958193,spiky,#F06028,#E8B082,#1D9BF0,#5C3E22,#F3F5F8,1950
973,27966112,long,#8C5A2C,#F2C79B,#8C64FF,#101014,#E8DAC4,1948
974,27974031,side_part,#A88C60,#845438,#3CFFBE,#C8CCD4,#F3F5F8,1956
975,27981950,fringe,#96969C,#A8704A,#5AC8FF,#1A3C6E,#AAC4E2,1948
976,27989869,spiky,#121014,#A8704A,#FF508C,#3C2254,#E2E8F0,1950
977,27997788,buzz,#5C3A1E,#A8704A,#1D9BF0,#3C424E,#FABEC8,1924
978,28005707,fringe,#28B4AA,#623C28,#5AC8FF,#5A6270,#FFF6E8,1948
979,28013626,classic,#E650BE,#E8B082,#1D9BF0,#6E1E5A,#E2E8F0,1948
980,28021545,buzz,#8C5A2C,#623C28,#F0F078,#145448,#FFF6E8,1924
981,28029464,fringe,#96969C,#BA845A,#8C64FF,#1A3C6E,#EEE6AA,1948
982,28037383,classic,#5AC8FF,#FCDCBA,#FAC828,#5C3E22,#EEE6AA,1948
983,28045302,spiky,#5AC8FF,#623C28,#8C64FF,#3C2254,#EEE6AA,1950
984,28053221,fringe,#F06028,#CE9264,#8C64FF,#145448,#AAC4E2,1948
985,28061140,classic,#3C424E,#CE9264,#FF508C,#5A6270,#C8E2F0,1948
986,28069059,spiky,#8250DC,#623C28,#FFFFFF,#2E2820,#F0C8D2,1950
987,28076978,buzz,#E650BE,#E8B082,#FF3C3C,#2C4664,#FAE2C8,1924
988,28084897,buzz,#1E5A3C,#FCDCBA,#FF78C8,#482E1A,#C6D6E8,1924
989,28092816,buzz,#7A281E,#FCDCBA,#1E5ADC,#A06E28,#FABEC8,1924
990,28100735,spiky,#F3F5F8,#FCDCBA,#DC1E5A,#F3F5F8,#E8DAC4,1950
991,28108654,long,#7A281E,#E8B082,#FAC828,#8C929E,#BCC8BE,1948
992,28116573,long,#7A281E,#FCDCBA,#FF821E,#482E1A,#E8DAC4,1948
993,28124492,classic,#FF82AA,#FCDCBA,#AA50F0,#5A6270,#BCC8BE,1948
994,28132411,fringe,#C83C28,#623C28,#0C0F14,#1A3C6E,#FAD0B0,1948
995,28140330,spiky,#C49252,#BA845A,#F0F078,#1A3C6E,#C6D6E8,1950
996,28148249,side_part,#A88C60,#F2C79B,#3CDC78,#2E2820,#C8E2F0,1956
997,28156168,classic,#C49252,#A8704A,#AA50F0,#A06E28,#F3F5F8,1948
998,28164087,classic,#C83C28,#E8B082,#FF821E,#101014,#CEEAD6,1948
999,28172006,classic,#783CA0,#BA845A,#0C0F14,#781E22,#FAD0B0,1948
1000,28179925,buzz,#3C82F0,#BA845A,#F0F078,#1E5C2E,#AAC4E2,1924
1001,28187844,long,#C49252,#BA845A,#1D9BF0,#781E22,#FAD0B0,1948
1002,28195763,fringe,#C83C28,#E8B082,#FAC828,#5A6270,#EEE6AA,1948
1003,28203682,fringe,#7A281E,#E8B082,#00DCDC,#8C929E,#FAE2C8,1948
1004,28211601,buzz,#C83C28,#FCDCBA,#1E5ADC,#243028,#E8DAC4,1924
1005,28219520,side_part,#783CA0,#F2C79B,#3CFFBE,#6E1E5A,#FFF6E8,1956
1006,28227439,fringe,#7A281E,#CE9264,#1D9BF0,#C8AA3C,#AAC4E2,1948
1007,28235358,long,#FF603C,#BA845A,#C8FF5A,#3C2254,#FAE2C8,1948
1008,28243277,long,#F06028,#E8B082,#AA50F0,#2E2820,#CEEAD6,1948
1009,28251196,side_part,#5AC8FF,#FCDCBA,#FFB45A,#8C929E,#E2E8F0,1956
1010,28259115,spiky,#C83C28,#A8704A,#FF508C,#2E2820,#FAD0B0,1950
1011,28267034,spiky,#96969C,#BA845A,#8C64FF,#181E2C,#F0C8D2,1950
1012,28274953,long,#F3F5F8,#623C28,#DC1E5A,#482E1A,#FAE2C8,1948
1013,28282872,buzz,#E650BE,#E8B082,#3CFFBE,#5A6270,#DED6F6,1924
1014,28290791,spiky,#F06028,#845438,#8C64FF,#482E1A,#FABEC8,1950
1015,28298710,side_part,#1E5A3C,#623C28,#5AC8FF,#A06E28,#FABEC8,1956
1016,28306629,fringe,#A88C60,#A8704A,#FF821E,#145448,#FFF6E8,1948
1017,28314548,fringe,#96969C,#623C28,#C8FF5A,#2C4664,#F3F5F8,1948
1018,28322467,fringe,#FF82AA,#FCDCBA,#1E5ADC,#482E1A,#CEEAD6,1948
1019,28330386,long,#5AC8FF,#FCDCBA,#FF3C3C,#482E1A,#E2E8F0,1948
1020,28338305,spiky,#FF82AA,#623C28,#DC1E5A,#8C929E,#BCC8BE,1950
1021,28346224,side_part,#783CA0,#F2C79B,#FAC828,#1A3C6E,#FFF6E8,1956
1022,28354143,classic,#7A281E,#E8B082,#FF3C3C,#F3F5F8,#EEE6AA,1948
1023,28362062,buzz,#FAC828,#E8B082,#3CFFBE,#F3F5F8,#AAC4E2,1924
1024,28369981,long,#5C3A1E,#623C28,#0C0F14,#2E2820,#DED6F6,1948
1025,28377900,side_part,#241A12,#623C28,#FFB45A,#2C4664,#EEE6AA,1956
1026,28385819,side_part,#C83C28,#FCDCBA,#FF508C,#8C929E,#E2E8F0,1956
1027,28393738,classic,#121014,#BA845A,#FF78C8,#1E5C2E,#C6D6E8,1948
1028,28401657,spiky,#3C424E,#FCDCBA,#0C0F14,#145448,#FABEC8,1950
1029,28409576,spiky,#3C82F0,#845438,#8C64FF,#3C2254,#F3F5F8,1950
1030,28417495,side_part,#8250DC,#FCDCBA,#1D9BF0,#482E1A,#FFF6E8,1956
1031,28425414,classic,#FF82AA,#FCDCBA,#8C64FF,#5C3E22,#E8DAC4,1948
1032,28433333,spiky,#5AC8FF,#A8704A,#3CDC78,#A06E28,#F3F5F8,1950
1033,28441252,classic,#F3F5F8,#845438,#FF821E,#482E1A,#CEEAD6,1948
1034,28449171,buzz,#5AC8FF,#F2C79B,#DC1E5A,#8C929E,#C8E2F0,1924
1035,28457090,side_part,#FAC828,#623C28,#0C0F14,#3C2254,#C6D6E8,1956
1036,28465009,spiky,#5C3A1E,#BA845A,#1D9BF0,#101014,#DED6F6,1950
1037,28472928,classic,#1E5A3C,#E8B082,#8C64FF,#781E22,#BCC8BE,1948
1038,28480847,buzz,#FAC828,#E8B082,#FF508C,#C8AA3C,#DED6F6,1924
1039,28488766,spiky,#F06028,#F2C79B,#1E5ADC,#6E1E5A,#F3F5F8,1950
1040,28496685,fringe,#E650BE,#FCDCBA,#FF821E,#A06E28,#C8E2F0,1948
1041,28504604,spiky,#1E5A3C,#FCDCBA,#C8FF5A,#5C3E22,#C8E2F0,1950
1042,28512523,classic,#FAC828,#845438,#1D9BF0,#145448,#CEEAD6,1948
1043,28520442,spiky,#3C424E,#F2C79B,#FF821E,#5C3E22,#F0C8D2,1950
1044,28528361,fringe,#28B4AA,#845438,#78FFF0,#8C929E,#EEE6AA,1948
1045,28536280,long,#8C5A2C,#845438,#78FFF0,#3C424E,#FAD0B0,1948
1046,28544199,fringe,#E650BE,#623C28,#DC1E5A,#781E22,#FFF6E8,1948
1047,28552118,side_part,#C83C28,#CE9264,#FFFFFF,#3C424E,#C6D6E8,1956
1048,28560037,buzz,#1E5A3C,#BA845A,#3CDC78,#2C4664,#F3F5F8,1924
1049,28567956,side_part,#FAC828,#F2C79B,#3CDC78,#781E22,#F0C8D2,1956
1050,28575875,long,#F06028,#FCDCBA,#1D9BF0,#3C2254,#C6D6E8,1948
1051,28583794,buzz,#8C5A2C,#845438,#0C0F14,#243028,#FAE2C8,1924
1052,28591713,spiky,#783CA0,#845438,#FFB45A,#2E2820,#EEE6AA,1950
1053,28599632,fringe,#E8D2A8,#BA845A,#78FFF0,#3C2254,#FAD0B0,1948
1054,28607551,long,#FF603C,#F2C79B,#3CDC78,#482E1A,#DED6F6,1948
1055,28615470,side_part,#F06028,#F2C79B,#1D9BF0,#C8AA3C,#E8DAC4,1956
1056,28623389,classic,#E650BE,#BA845A,#FF821E,#181E2C,#AAC4E2,1948
1057,28631308,long,#C49252,#845438,#FF821E,#3C424E,#FFF6E8,1948
1058,28639227,fringe,#3C82F0,#BA845A,#3CDC78,#3C424E,#CEEAD6,1948
1059,28647146,spiky,#FF82AA,#CE9264,#DC1E5A,#2C4664,#FAE2C8,1950
1060,28655065,long,#F3F5F8,#BA845A,#FF78C8,#3C2254,#BCC8BE,1948
1061,28662984,fringe,#8C5A2C,#623C28,#FAC828,#243028,#FAD0B0,1948
1062,28670903,classic,#F06028,#E8B082,#78FFF0,#181E2C,#C6D6E8,1948
1063,28678822,buzz,#F06028,#E8B082,#FAC828,#5C3E22,#C8E2F0,1924
1064,28686741,buzz,#E8D2A8,#CE9264,#FAC828,#6E1E5A,#EEE6AA,1924
1065,28694660,classic,#A88C60,#CE9264,#0C0F14,#C8AA3C,#FFF6E8,1948
1066,28702579,long,#FF603C,#623C28,#AA50F0,#A06E28,#AAC4E2,1948
1067,28710498,long,#241A12,#FCDCBA,#1E5ADC,#5C3E22,#FFF6E8,1948
1068,28718417,buzz,#E650BE,#623C28,#FAC828,#5A6270,#E2E8F0,1924
1069,28726336,fringe,#783CA0,#623C28,#F0F078,#243028,#F3F5F8,1948
1070,28734255,fringe,#28B4AA,#623C28,#FF78C8,#3C424E,#FAD0B0,1948
1071,28742174,classic,#FAC828,#BA845A,#78FFF0,#145448,#AAC4E2,1948
1072,28750093,fringe,#8C5A2C,#845438,#FF78C8,#1E5C2E,#E2E8F0,1948
1073,28758012,side_part,#FF82AA,#BA845A,#FF3C3C,#243028,#F0C8D2,1956
1074,28765931,long,#1E5A3C,#BA845A,#FAC828,#8C929E,#F0C8D2,1948
1075,28773850,buzz,#8250DC,#F2C79B,#FF821E,#3C2254,#DED6F6,1924
1076,28781769,long,#3C82F0,#CE9264,#FF3C3C,#145448,#FFF6E8,1948
1077,28789688,long,#8C5A2C,#845438,#3CDC78,#181E2C,#E2E8F0,1948
1078,28797607,buzz,#E8D2A8,#A8704A,#AA50F0,#1A3C6E,#BCC8BE,1924
1079,28805526,spiky,#1E5A3C,#A8704A,#FF508C,#145448,#E2E8F0,1950
1080,28813445,long,#6EC850,#FCDCBA,#C8FF5A,#C8AA3C,#EEE6AA,1948
1081,28821364,fringe,#7A281E,#E8B082,#FF508C,#145448,#C6D6E8,1948
1082,28829283,fringe,#E650BE,#E8B082,#3CFFBE,#482E1A,#AAC4E2,1948
1083,28837202,classic,#121014,#623C28,#FF508C,#243028,#C8E2F0,1948
1084,28845121,classic,#FF603C,#A8704A,#FF508C,#2E2820,#F0C8D2,1948
1085,28853040,side_part,#8250DC,#E8B082,#1D9BF0,#101014,#FABEC8,1956
1086,28860959,long,#3C424E,#CE9264,#FAC828,#5C3E22,#E2E8F0,1948
1087,28868878,classic,#3C424E,#F2C79B,#8C64FF,#3C2254,#E2E8F0,1948
1088,28876797,side_part,#3C82F0,#A8704A,#3CDC78,#5C3E22,#AAC4E2,1956
1089,28884716,fringe,#8C5A2C,#FCDCBA,#FF78C8,#C8AA3C,#F3F5F8,1948
1090,28892635,classic,#5AC8FF,#845438,#FF78C8,#1E5C2E,#E8DAC4,1948
1091,28900554,buzz,#5AC8FF,#BA845A,#FF78C8,#5A6270,#C8E2F0,1924
1092,28908473,fringe,#3C424E,#E8B082,#00DCDC,#8C929E,#DED6F6,1948
1093,28916392,classic,#F06028,#A8704A,#00DCDC,#2C4664,#E2E8F0,1948
1094,28924311,classic,#C83C28,#A8704A,#1E5ADC,#243028,#F3F5F8,1948
1095,28932230,side_part,#3C424E,#FCDCBA,#00DCDC,#6E1E5A,#FAE2C8,1956
1096,28940149,buzz,#6EC850,#FCDCBA,#3CFFBE,#C8AA3C,#DED6F6,1924
1097,28948068,classic,#FF603C,#845438,#8C64FF,#A06E28,#EEE6AA,1948
1098,28955987,buzz,#FF603C,#A8704A,#AA50F0,#5A6270,#FFF6E8,1924
1099,28963906,classic,#F3F5F8,#F2C79B,#8C64FF,#781E22,#CEEAD6,1948
1100,28971825,fringe,#A88C60,#FCDCBA,#00DCDC,#243028,#E2E8F0,1948
1101,28979744,classic,#F3F5F8,#A8704A,#AA50F0,#A06E28,#EEE6AA,1948
1102,28987663,spiky,#8C5A2C,#845438,#C8FF5A,#C8AA3C,#C6D6E8,1950
1103,28995582,fringe,#8250DC,#FCDCBA,#C8FF5A,#5C3E22,#C8E2F0,1948
1104,29003501,side_part,#783CA0,#F2C79B,#C8FF5A,#101014,#F0C8D2,1956
1105,29011420,long,#A88C60,#E8B082,#5AC8FF,#3C424E,#CEEAD6,1948
1106,29019339,buzz,#783CA0,#845438,#FF508C,#A06E28,#C6D6E8,1924
1107,29027258,classic,#FF603C,#A8704A,#1D9BF0,#3C2254,#FAD0B0,1948
1108,29035177,classic,#E650BE,#F2C79B,#5AC8FF,#181E2C,#C6D6E8,1948
1109,29043096,classic,#FAC828,#A8704A,#3CFFBE,#F3F5F8,#C6D6E8,1948
1110,29051015,classic,#7A281E,#FCDCBA,#1E5ADC,#781E22,#E8DAC4,1948
1111,29058934,long,#E8D2A8,#BA845A,#5AC8FF,#8C929E,#CEEAD6,1948
